Nível Territorial (Código),Nível Territorial,Valor,code_state,Unidade da Federação,Ano,Variável,Religião,Sexo,Cor ou raça
3,Unidade da Federação,22,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,24,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Amarela
3,Unidade da Federação,130,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,527,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,72600,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,7906,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,682,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,26189,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,314,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,87112,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,6547,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,703,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,26466,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,277,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,158208,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,16157,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,1709,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,55052,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,814,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,132980,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,11643,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,835,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,42460,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,730,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,1268,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,249,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,21,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,529,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,10,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,836,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,110,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,11,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,152,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,1112,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,96,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,45,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,290,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,61,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,1187,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,103,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,208,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,43,42,Santa Catarina,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,2298587,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,144267,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,1787,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,378847,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,4983,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,2489359,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,146220,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,1917,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,353726,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,4417,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,693647,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,68327,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,633,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,177338,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,5546,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,823663,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,77659,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,647,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,197629,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,6372,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,81501,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,6799,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,82,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Amarela
3,Unidade da Federação,12513,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,111,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,143967,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,11973,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,151,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,17584,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,105,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,71404,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,31933,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,30,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Amarela
3,Unidade da Federação,26937,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,313,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,98094,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,43235,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,68,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Amarela
3,Unidade da Federação,34141,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,337,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,768,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,93,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,176,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,557,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,707,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,138,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,10,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Amarela
3,Unidade da Federação,227,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,543,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,96744,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,12005,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,401,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,22821,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,496,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,119952,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,13593,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,412,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,25378,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,422,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,324668,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,47547,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,766,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,84793,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,1876,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,281477,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,38529,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,698,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,65547,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,1382,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,1718,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,445,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,10,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,291,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,703,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,164,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,192,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,992,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,116,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,406,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,5,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,1325,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,139,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,173,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,2,43,Rio Grande do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,268843,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Branca
3,Unidade da Federação,42635,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Preta
3,Unidade da Federação,4703,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Amarela
3,Unidade da Federação,284393,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Parda
3,Unidade da Federação,9392,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Homens,Indígena
3,Unidade da Federação,283676,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Branca
3,Unidade da Federação,35101,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Preta
3,Unidade da Federação,5238,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Amarela
3,Unidade da Federação,276619,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Parda
3,Unidade da Federação,9077,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Católica,Mulheres,Indígena
3,Unidade da Federação,126623,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Branca
3,Unidade da Federação,30364,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Preta
3,Unidade da Federação,1347,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Amarela
3,Unidade da Federação,175193,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Parda
3,Unidade da Federação,15731,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Homens,Indígena
3,Unidade da Federação,157970,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Branca
3,Unidade da Federação,30513,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Preta
3,Unidade da Federação,1523,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Amarela
3,Unidade da Federação,205711,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Parda
3,Unidade da Federação,18120,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Evangélicas,Mulheres,Indígena
3,Unidade da Federação,9126,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Branca
3,Unidade da Federação,1042,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Preta
3,Unidade da Federação,231,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Amarela
3,Unidade da Federação,5604,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Parda
3,Unidade da Federação,106,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Homens,Indígena
3,Unidade da Federação,13736,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Branca
3,Unidade da Federação,1353,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Preta
3,Unidade da Federação,441,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Amarela
3,Unidade da Federação,7766,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Parda
3,Unidade da Federação,121,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Espírita,Mulheres,Indígena
3,Unidade da Federação,2253,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Branca
3,Unidade da Federação,831,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Preta
3,Unidade da Federação,5,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Amarela
3,Unidade da Federação,3275,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Parda
3,Unidade da Federação,73,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Homens,Indígena
3,Unidade da Federação,2942,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Branca
3,Unidade da Federação,1035,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Preta
3,Unidade da Federação,59,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Amarela
3,Unidade da Federação,3877,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Parda
3,Unidade da Federação,58,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Umbanda e Candomblé,Mulheres,Indígena
3,Unidade da Federação,59,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Branca
3,Unidade da Federação,5,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Preta
3,Unidade da Federação,28,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Parda
3,Unidade da Federação,937,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Homens,Indígena
3,Unidade da Federação,39,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Branca
3,Unidade da Federação,6,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Preta
3,Unidade da Federação,40,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Parda
3,Unidade da Federação,986,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Tradições indígenas,Mulheres,Indígena
3,Unidade da Federação,19264,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,3515,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,1091,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,21929,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,1010,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,21881,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,3296,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,1070,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,22821,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,1019,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,41134,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Branca
3,Unidade da Federação,10378,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Preta
3,Unidade da Federação,1293,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Amarela
3,Unidade da Federação,55845,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Parda
3,Unidade da Federação,9350,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Homens,Indígena
3,Unidade da Federação,32801,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Branca
3,Unidade da Federação,7321,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Preta
3,Unidade da Federação,1006,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Amarela
3,Unidade da Federação,42776,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Parda
3,Unidade da Federação,8569,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Sem religião,Mulheres,Indígena
3,Unidade da Federação,233,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,126,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,11,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,255,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,33,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,246,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,35,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,4,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
3,Unidade da Federação,174,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Parda
3,Unidade da Federação,22,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Indígena
3,Unidade da Federação,719,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Branca
3,Unidade da Federação,100,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Preta
3,Unidade da Federação,10,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Amarela
3,Unidade da Federação,554,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Parda
3,Unidade da Federação,14,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Homens,Indígena
3,Unidade da Federação,664,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Branca
3,Unidade da Federação,105,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Preta
3,Unidade da Federação,7,50,Mato Grosso do Sul,2022,Pessoas de 10 anos ou mais de idade,Outras religiosidades,Mulheres,Amarela
